name,number,description,category
Savarin Collection,8226GY,One need not feel constricted by the spatial limitations of their home’s layout with the Savarin Collection. The modular sectional allows for the extension of either the left or right side with the swap of the individual chair and ottoman components. Decorative versatility comes in the form of the two fabric options – dark brown or light gray – with stitch tufting that furthers the transitional styling to complete the look.,seating
Ferriday Collection,8228BU*,"Providing the flexible option for relaxation, sleep and storage, the Ferriday Collection will be a stylish and functional addition to your living room. Under seat storage is revealed with the pull of a tab on the end chaise. The lower portion of the seating configuration pulls out to reveal a pop up trundle that creates a bed space creating a relaxing environment with minimal effort. The collection is offered in blue or taupe fabric, both with contrast stitching.",seating
Ferriday Collection,8228TP*,"Providing the flexible option for relaxation, sleep and storage, the Ferriday Collection will be a stylish and functional addition to your living room. Under seat storage is revealed with the pull of a tab on the end chaise. The lower portion of the seating configuration pulls out to reveal a pop up trundle that creates a bed space creating a relaxing environment with minimal effort. The collection is offered in blue or taupe fabric, both with contrast stitching.",seating
Amite Collection,8229 Sectional,"Ultra-modern design combined with convenient function makes the Amite Collection a stylish addition to your contemporary home. Beige leather gel match is perfectly complemented by dark brown accenting on the seatbacks, seats and arms, providing contrast and definition to the profile of the collection. With the push of the power reclining mechanism, the end and armless reclining chairs recline to the prone position. The console unit features hidden storage as well as cup holders for convenient functional use. The corner center unit and stationary armless chair do not recline.",seating
Bastrop Collection,8230BLK,"Comfort is the name of the game in the Bastrop Collection. The collection is offered in two configurations – traditional sofa, love seat and chair, and sectional – for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings – black or brown leather gel match – feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",seating
Bastrop Collection,8230BLK Sectional,"Comfort is the name of the game in the Bastrop Collection. The collection is offered in two configurations – traditional sofa, love seat and chair, and sectional – for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings – black or brown leather gel match – feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",seating
Bastrop Collection,8230BRW,"Comfort is the name of the game in the Bastrop Collection. The collection is offered in two configurations – traditional sofa, love seat and chair, and sectional – for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings – black or brown leather gel match – feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",seating
Bastrop Collection,8230BRW Sectional,"Comfort is the name of the game in the Bastrop Collection. The collection is offered in two configurations – traditional sofa, love seat and chair, and sectional – for versatile placement in your living room maximum relaxation potential in your downtime. The two optional coverings – black or brown leather gel match – feature contrast welting for definition of profile and modern accenting. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection has an individual function allowing for convenience and comfort. The sofa features dual reclining ends, the dual glider reclining ends of the love seat flank a center mounted console with storage and cup-holders, and the chair features a glider mechanism that allows for easy back and forth motion. The sectional configuration features a left side love seat with reclining end and the right side double reclining love seat with center console unit featuring cup holders and storage.",seating
Thibodaux Collection,8233FA,"Classically styled for the most traditional of homes, the Thibodaux Collection will complete the vision you have for your elegant living room. Offered in two coverings – Brown fabric with bi-cast vinyl accent or a neutral toned acanthus print fabric – the collection combines these covers with a dramatic show wood frame that features carvings and scrolled arms. Contrast toss pillows complete the look.",seating
Thibodaux Collection,8233TT,"Classically styled for the most traditional of homes, the Thibodaux Collection will complete the vision you have for your elegant living room. Offered in two coverings – Brown fabric with bi-cast vinyl accent or a neutral toned acanthus print fabric – the collection combines these covers with a dramatic show wood frame that features carvings and scrolled arms. Contrast toss pillows complete the look.",seating
Grande Isle Collection,8234RD,Your traditional home will be perfectly outfitted with the addition of the Grande Isle Collection. The show wood frame defines the profile of the collection while the two available cover options - Brown fabric with bi-cast vinyl accent or red print fabric – lend further traditional emphasis. Contrast toss pillows complete the look.,seating
Grande Isle Collection,8234TT,Your traditional home will be perfectly outfitted with the addition of the Grande Isle Collection. The show wood frame defines the profile of the collection while the two available cover options - Brown fabric with bi-cast vinyl accent or red print fabric – lend further traditional emphasis. Contrast toss pillows complete the look.,seating
Breaux Collection,8235GY,"Contemporary design is utilized to create the look of the Breaux Collection. The collection is offered in gray or sesame cover for ultimate design versatility, with two configurations – sofa with end chaise or traditional sofa, love seat and chair – allowing for perfect placement within your living room. Reversible back cushions further the functionality and chrome legs support and lend to the modern design.",seating
Breaux Collection,8235GY*,"Contemporary design is utilized to create the look of the Breaux Collection. The collection is offered in gray or sesame cover for ultimate design versatility, with two configurations – sofa with end chaise or traditional sofa, love seat and chair – allowing for perfect placement within your living room. Reversible back cushions further the functionality and chrome legs support and lend to the modern design.",seating
Breaux Collection,8235SS,"Contemporary design is utilized to create the look of the Breaux Collection. The collection is offered in gray or sesame cover for ultimate design versatility, with two configurations – sofa with end chaise or traditional sofa, love seat and chair – allowing for perfect placement within your living room. Reversible back cushions further the functionality and chrome legs support and lend to the modern design.",seating
Breaux Collection,8235SS*,"Contemporary design is utilized to create the look of the Breaux Collection. The collection is offered in gray or sesame cover for ultimate design versatility, with two configurations – sofa with end chaise or traditional sofa, love seat and chair – allowing for perfect placement within your living room. Reversible back cushions further the functionality and chrome legs support and lend to the modern design.",seating
Ridder Collection,8237PU-1PW,"In the Ridder Collection, transitional styling allows forplacement in a number of environments, making it aversatile and functional choice for your living room. Darkbrown bi-cast vinyl furthers the decorative versatility ofthis plush power reclining chair.",seating
Shreveport Collection,8238 Sectional,"",seating
Mandeville Collection,8239,"The timeless look of traditional styling is achieved in the design of the Mandeville Collection. Brown chenille fabric is paired with a show wood frame to create a delicate contrast of textures. Elegant carvings, contrast toss pillows and a curved arm profile further lend to the classic look.",seating
Haughton Collection,8240,Combining traditional styling with plush comfort is the Haughton Collection. Brown top grain leather with vinyl match is accented with contrast stitching and nailhead accent supporting the masculine feel of this seating group. Manually engaged motion mechanisms allow for quick transition from seated to prone with the quick pull of a tab. Each piece in the collection reclines for the ultimate in comfort. The sofa and love seat feature dual reclining ends with the solo chair extending for individual comfort.,seating
Erath Collection,8244BU,"Mid-Century modern design creates the look of the Erath Collection. High seatbacks and low slung arms lend shape to the profile of the collection while the dramatic tones of blue, orange and sand create visual and decorative interest. Splayed wood legs that are synonymous with mid-century styling support this modern seating group.",seating
Erath Collection,8244RN,"Mid-Century modern design creates the look of the Erath Collection. High seatbacks and low slung arms lend shape to the profile of the collection while the dramatic tones of blue, orange and sand create visual and decorative interest. Splayed wood legs that are synonymous with mid-century styling support this modern seating group.",seating
Erath Collection,8244SD,"Mid-Century modern design creates the look of the Erath Collection. High seatbacks and low slung arms lend shape to the profile of the collection while the dramatic tones of blue, orange and sand create visual and decorative interest. Splayed wood legs that are synonymous with mid-century styling support this modern seating group.",seating
Kenner Collection,8245BR,A classic and functional option for your living room is the Kenner Collection. Unfettered design allows for your individual decorative aspirations to soar. The sofa is available in both a pull out sleeper or traditional setup. The sofa and love seat are paired with contrast pillows. Two fabric options are available – Gray or Brown fabric – for versatile placement in a number of environments.,seating
Kenner Collection,8245GY,A classic and functional option for your living room is the Kenner Collection. Unfettered design allows for your individual decorative aspirations to soar. The sofa is available in both a pull out sleeper or traditional setup. The sofa and love seat are paired with contrast pillows. Two fabric options are available – Gray or Brown fabric – for versatile placement in a number of environments.,seating
Nevaun Collection,8246CR,"Effortless glamour takes shape with the design of the Nevaun Collection. Offered in light gray or cream AireHyde, the collection features the elegant tailored accenting of button tufting and profile welting to create the stylish look. High polish stainless steel legs support the group and provide classic contrast.",seating
Nevaun Collection,8246GY,"Effortless glamour takes shape with the design of the Nevaun Collection. Offered in light gray or cream AireHyde, the collection features the elegant tailored accenting of button tufting and profile welting to create the stylish look. High polish stainless steel legs support the group and provide classic contrast.",seating
Collection,8248GRY,"",seating
Corso Collection,8250GY,The classic lines of Mid-Century modern styling are perfectly executed in the design of the Corso Collection. The profile of the straight back seating is defined by welting and button tufting. The collection is offered in either dark gray or orange fabric as a perfect complement to your decorative preferences. Further enhancing the retro-modern look are the toss bolster pillows and wood legs.,seating
Corso Collection,8250RN,The classic lines of Mid-Century modern styling are perfectly executed in the design of the Corso Collection. The profile of the straight back seating is defined by welting and button tufting. The collection is offered in either dark gray or orange fabric as a perfect complement to your decorative preferences. Further enhancing the retro-modern look are the toss bolster pillows and wood legs.,seating
Kalmar Collection,8255GY-PW Sectional,"Designed for comfort with eye-catching dramatic detail, the Kalmar Collection will provide a platform for comfort and conversation. Subtle contemporary styling of the seating group makes for versatile placement in a number of homes. The gray leather gel match covering provides a neutral palate from which the LED under-lighting can boldly enhance your environment. Power reclining mechanisms allow for the smooth transition from seated to prone, with the press of a button. Power adjustable headrests provide additional comfort for the users.",seating
Cinque Collection,8256GY-PW Sectional,"The ultra-low profile of the Cinque Collection is the epitome of clean Italian design. Headrests are adjustable to create a break in the profile of the sofa, while the end chair utilizes power reclining to provide additional support. The modified chaise provides ample space for relaxation whether seated or prone. Chrome finished legs complete the look of this sectional seating group. Available in taupe or light gray all leather.",seating
Cinque Collection,8256-PW Sectional,"The ultra-low profile of the Cinque Collection is the epitome of clean Italian design. Headrests are adjustable to create a break in the profile of the sofa, while the end chair utilizes power reclining to provide additional support. The modified chaise provides ample space for relaxation whether seated or prone. Chrome finished legs complete the look of this sectional seating group. Available in taupe or light gray all leather.",seating
Dowling Collection,8257BRW,"Comfortable seating combined with contemporary styling makes the Dowling Collection a sleek and functional addition to your living room. The seating group is offered in either a chocolate or light gray fabric with accent contrast stitching making it a perfect decorative choice for your modern living room. Manual motion mechanisms operate with the pull of a side-mounted tab, that once engaged, take you from seated to reclined in an easy motion. The sofa features dual reclining ends, as does the love seat.",seating
Dowling Collection,8257GRY,"Comfortable seating combined with contemporary styling makes the Dowling Collection a sleek and functional addition to your living room. The seating group is offered in either a chocolate or light gray fabric with accent contrast stitching making it a perfect decorative choice for your modern living room. Manual motion mechanisms operate with the pull of a side-mounted tab, that once engaged, take you from seated to reclined in an easy motion. The sofa features dual reclining ends, as does the love seat.",seating
Verkin Collection,8258,"At home in traditional to transitional environments, the Verkin Collection provides a comfortable and stylish platform for relaxation in your home. Manual reclining mechanisms are engaged with the gentle pull of the side mounted tab, taking you from seated to prone in one easy motion. The dark brown leather of the collection furthers the classic look.",seating
Maroni Collection,8259-PW Sectional,Providing ample seating for your friends and family is the Maroni Collection. The classic sectional shape is book-ended by USB port enhanced end power recliners. Taupe gray fabric provides a gentle touch while darker tone fabric lends stark contrast. The power reclining mechanism bring you to your desired position with a touch of the button. Providing additional support is the power operated headrest that allows youto further customize your comfort experience.,seating
Falun Collection,8260DB-PW Sectional,"Modern convenience paired with comfort and style create the perfect seating option for your home with the Falun Collection. Two leather gel match cover options are available: gray or dark brown. Power reclining mechanisms are engaged with the push of a button, taking you from seated to prone in one gentle motion. Further functionality comes in the form of the side-mounted USB port and cup holder console.",seating
Falun Collection,8260GY-PW Sectional,"Modern convenience paired with comfort and style create the perfect seating option for your home with the Falun Collection. Two leather gel match cover options are available: gray or dark brown. Power reclining mechanisms are engaged with the push of a button, taking you from seated to prone in one gentle motion. Further functionality comes in the form of the side-mounted USB port and cup holder console.",seating
Darcel Collection,8267BE-1,"Streamlined styling combined with a colorful fabric palette makes the Darcel Collection a unique and functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. The collection is offered in blue, orange, gray, beige and chocolate.",seating
Darcel Collection,8267BU-1,"Streamlined styling combined with a colorful fabric palette makes the Darcel Collection a unique and functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. The collection is offered in blue, orange, gray, beige and chocolate.",seating
Darcel Collection,8267CH-1,"makes the Darcel Collection a unique and functional addition to your home’s decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair’s back. The collection is offered in blue, orange, gray, beige and chocolate.",seating
Darcel Collection,8267GY-1,"Streamlined styling combined with a colorful fabric palette makes the Darcel Collection a unique and functional addition to your home’s decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair’s back. The collection is offered in blue, orange, gray, beige and chocolate.",seating
Darcel Collection,8267RN-1,"Streamlined styling combined with a colorful fabric palette makes the Darcel Collection a unique and functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. The collection is offered in blue, orange, gray, beige and chocolate.",seating
Antrim Collection,8268BR-1,"Streamlined styling combined with a neutral palette makes the Antrim Collection a unique and functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. The collection is offered in Dark Brown bi-cast vinyl, gray fabric and brown fabric.",seating
Antrim Collection,8268GY-1,"Streamlined styling combined with a neutral palette makes the Antrim Collection a unique and functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. The collection is offered in Dark Brown bi-cast vinyl, gray fabric and brown fabric.",seating
Antrim Collection,8268PU-1,"Streamlined styling combined with a neutral palette makes the Antrim Collection a unique and functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. The collection is offered in Dark Brown bi-cast vinyl, gray fabric and brown fabric.",seating
Howth Collection,8269-1,"Traditionally styled, the Howth Collection will be a functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. Reminiscent of trend-forward coral patterning, the neutral tone of heather brown and beige are complemented by espresso-finished wood feet.",seating
Velsen Collection,8270-1,"Traditionally styled, the Velsen Collection will be a functional addition to your home's decor. The reclining mechanism takes you from an upright to prone position with a seated push into the chair's back. The beige background serves as a neutral base to the vibrant colors of the paisley inspired print.",seating
Platina Collection,8277CH Sectional,"The contemporary look of the Platina Collection is enhanced with unexpected function creating storage and sleep space within your living room. Conveniently stored beneath the main seating is a pull out trundle that rises to create a bed. The plush top of the attached ottoman lifts, via hinge, to reveal ample storage space. The chocolate colored fabric of the collection features contrast stitching.",seating
Bedos Collection,8289BU,"The sleek styling of Mid-Century modern design was utilized to create the Bedos Collection. Offered in blue or gray fabric, the neutral tones don't over power the look of the collection. The wood base rail that trims each piece in the collection is supported by wood legs. Rectangular bolster style pillows create a comfortable buffer between you and the arm of the sofa.",seating
Bedos Collection,8289GY,"The sleek styling of Mid-Century modern design was utilized to create the Bedos Collection. Offered in blue or gray fabric, the neutral tones don't over power the look of the collection. The wood base rail that trims each piece in the collection is supported by wood legs. Rectangular bolster style pillows create a comfortable buffer between you and the arm of the sofa.",seating
Vortex Collection,8300,"",seating
Metz Collection,8303,"Configurable to fit your lifestyle, the Metz Collection is a unique take on contemporary styling. With a stance that can take the shape of a sectional in one moment by adding the one-arm love seat as a chaise the next, flexibility reigns in your space. An armless chair allows you to extend the sectional by dividing the available left side two-seater and right side chaise, or use as a separate seat. A wide ottoman provides space to kick up your heels, allow for extra seating, or when aligned together with the sectional, you can create one large sleeping area. Offered in graphite fabric cover.",seating
Olympia Collection,8308,"There is no mistaking the Olympia Collection for anything but a bold study on contemporary design. Sleek lines extend with the push of a button on taking you from a seated to prone position with amazing ease, whether you are on the dual reclining sofa, dual reclining love seat, or reclining chair. The raisin tone top grain leather covers the seats, top part of the arms and front part of the backs, while leather match covers those areas beyond your initial reach. White contrast stitching further accents the design. The collection is available in severaldifferent configurations to choose from to complete your seating arrangement",seating
Olympia Collection,8308 Sectional,"There is no mistaking the Olympia Collection for anything but a bold study on contemporary design. Sleek lines extend with the push of a button on taking you from a seated to prone position with amazing ease, whether you are on the dual reclining sofa, dual reclining love seat, or reclining chair. The raisin tone top grain leather covers the seats, top part of the arms and front part of the backs, while leather match covers those areas beyond your initial reach. White contrast stitching further accents the design. The collection is available in several different configurations to choose from to complete your seating arrangement.",seating
Anke Collection,8312,Mid-Century modern Danish styling serves as the driving design inspiration in the Anke Collection. Offered in two colors – light or dark gray – each serves as a distinct contrast to the light ash or walnut finished legs. Button tufting provides focal interest as subtly curved low-profile arms give way to the slightly splayed back.,seating
Anke Collection,8312DG,"",seating
Ashden Collection,8313,"The Ashden Collection is a modified camel back style with a show wood base rail featured in a driftwood finish. A subtly elegant shimmer tone on tone fabric covers the seating collection while neutral hued patterned fabric provides distinct accent to the toss pillows. The series 8313 Ashden Seating Collection complements the Homelegance series 1918 Ashden Bedroom, Dining, and Occasional Collections",seating
Laertes Collection,8318,Providing ample seating for your friends and family is the Laertes Collection. The classic sectional shape is book-ended by stationary chaise options or USB port enhanced end power recliners. Taupe gray top grain leather provides a gentle touch while darker tone fabric lends stark contrast. The power reclining mechanism bring you to your desired position with a touch of the button. The collection is available in several different configurations to choose from to complete your seating arrangement.,seating
Laertes Collection,8318 Sectional,Providing ample seating for your friends and family is the Laertes Collection. The classic sectional shape is book-ended by stationary chaise options or USB port enhanced end power recliners. Taupe gray top grain leather provides a gentle touch while darker tone fabric lends stark contrast. The power reclining mechanism bring you to your desired position with a touch of the button. The collection is available in several different configurations to choose from to complete your seating arrangement.,seating
Ouray Collection,8323,Slightly flared arms give way to the clean lines of the Ouray Collection creating a modern traditional look for your casual living room. Pebble textured velvet feels smooth against your hand as you sink into the supporting plush contrast scatter back pillows. Dark brown contrast welting provides additional focal interest.,seating
Radley Collection,8324,"Refined for placement in the most traditional of homes, yet inviting enoughfor more casual settings, the Radley Collection will be a statement to yourpreference for classic style. Tufted seat backs serve as the initial focal pointof the collection, turned legs and contoured arms solidifying the moderntraditional look. The geometric pattern coordinating contrast toss pillows andottoman create a delicate balance with the solid beige covering of the seating.",seating
Greeley Collection,8325BLK,"Designed to be the comfortable spot that you nestle into after a longday, the Greeley Collection will be a welcome addition to your home’sliving room. Plush seating and backs extend from seated to pronewith a pull of the manual reclining mechanism on each piece in thecollection – dual reclining sofa, love seat and chair. The top and frontbodies of each piece in the collection is covered in black or browntop grain leather, with leather match covering those areas beyond yourinitial reach.",seating
Greeley Collection,8325BRW,"Designed to be the comfortable spot that you nestle into after a longday, the Greeley Collection will be a welcome addition to your home’sliving room. Plush seating and backs extend from seated to pronewith a pull of the manual reclining mechanism on each piece in thecollection – dual reclining sofa, love seat and chair. The top and frontbodies of each piece in the collection is covered in black or browntop grain leather, with leather match covering those areas beyond yourinitial reach.",seating
Pendu Collection,8326BLK,"Contoured for your ultimate comfort and designed for placement inhomes with transitional or contemporary style, the Pendu Collectionwill provide the relaxing platform you need for your downtime. Plushseating and backs extend from seated to prone with a pull of themanual reclining mechanism on each piece in the collection – dualreclining sofa, love seat and chair. The top and front bodies of eachpiece in the collection is covered in black or brown top grain leather,with leather match covering those areas beyond your initial reach.",seating
Pendu Collection,8326BRW,"Contoured for your ultimate comfort and designed for placement inhomes with transitional or contemporary style, the Pendu Collectionwill provide the relaxing platform you need for your downtime. Plushseating and backs extend from seated to prone with a pull of themanual reclining mechanism on each piece in the collection – dualreclining sofa, love seat and chair. The top and front bodies of eachpiece in the collection is covered in black or brown top grain leather,with leather match covering those areas beyond your initial reach.",seating
Deryn Collection,8327BE,"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or gray herringbone pattern to complement the teal fabric, beige fabric and gray fabric seating body covers. Tailored stitch tufting lends further accent to this thoroughly modern collection. The collection is also available in chair, love seat, sofa and sectional covered with red or black leather gel match.",seating
Deryn Collection,8327BE Sectional,"Mid-Century modern design is the inspiration for the Deryn Collection. Synonymous with this classic style are the wide, dramatically curved arms rising to the straight back along with the angled wood legs that provide support. The frame selection - sectional, sofa, love seat and chair - combined with the available cover options -dark brown or black leather gel match, teal, beige or gray fabric - allows for a versatile selection of seating that fits perfectly within your living space. Tailored stitch tufting and coordinating accent chairs - in teal or gray herringbone - lend additional defining accent to this thoroughly modern collection.",seating
Deryn Collection,8327BLK,"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or gray herringbone pattern to complement the teal fabric, beige fabric and gray fabric seating body covers. Tailored stitch tufting lends further accent to this thoroughly modern collection. The collection is also available in chair, love seat, sofa and sectional covered with red or black leather gel match.",seating
Deryn Collection,8327BLK Sectional,"",seating
Deryn Collection,8327DBR,"Mid-Century modern design is the inspiration for the Deryn Collection. Synonymous with this classic style are the wide, dramatically curved arms rising to the straight back along with the angled wood legs that provide support. The frame selection - sectional, sofa, love seat and chair - combined with the available cover options - dark brown or black leather gel match, teal, beige or gray fabric - allows for a versatile selection of seating that fits perfectly within your living space. Tailored stitch tufting and coordinating accent chairs - in teal or gray herringbone - lend additional defining accent to this thoroughly modern collection.",seating
Deryn Collection,8327DBR Sectional,"Mid-Century modern design is the inspiration for the Deryn Collection. Synonymous with this classic style are the wide, dramatically curved arms rising to the straight back along with the angled wood legs that provide support. The frame selection - sectional, sofa, love seat and chair - combined with the available cover options -dark brown or black leather gel match, teal, beige or gray fabric - allows for a versatile selection of seating that fits perfectly within your living space. Tailored stitch tufting and coordinating accent chairs - in teal or gray herringbone - lend additional defining accent to this thoroughly modern collection.",seating
Deryn Collection,8327GY,"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or gray herringbone pattern to complement the teal fabric, beige fabric and gray fabric seating body covers. Tailored stitch tufting lends further accent to this thoroughly modern collection. The collection is also available in chair, love seat, sofa and sectional covered with red or black leather gel match.",seating
Deryn Collection,8327GY-1S,"Mid-Century modern design is the inspiration for the DerynCollection. Wide, dramatically curved arms rise to the straight backthat is synonymous with this classic style. Offered as a stand-aloneaccent to complement your home’s décor or as part of the full DerynCollection, the chair is featured in a modern gray or teal herringbonepattern. Natural tone finished legs support the frame while tailoredstitch tufting lends further accent to this thoroughly modern collection.",seating
Deryn Collection,8327GY Sectional,"Mid-Century modern design is the inspiration for the Deryn Collection. Synonymous with this classic style are the wide, dramatically curved arms rising to the straight back along with the angled wood legs that provide support. The frame selection - sectional, sofa, love seat and chair - combined with the available cover options -dark brown or black leather gel match, teal, beige or gray fabric - allows for a versatile selection of seating that fits perfectly within your living space. Tailored stitch tufting and coordinating accent chairs - in teal or gray herringbone - lend additional defining accent to this thoroughly modern collection.",seating
Deryn Collection,8327RED,"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or gray herringbone pattern to complement the teal fabric, beige fabric and gray fabric seating body covers. Tailored stitch tufting lends further accent to this thoroughly modern collection. The collection is also available in chair, love seat, sofa and sectional covered with red or black leather gel match.",seating
Deryn Collection,8327RED Sectional,"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or gray herringbone pattern to complement the teal fabric, beige fabric and gray fabric seating body covers. Tailored stitch tufting lends further accent to this thoroughly modern collection. The collection is also available in chair, love seat, sofa and sectional covered with red or black leather gel match.",seating
Deryn Collection,8327TL,"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Contrast toss pillows and an additional chair option are featured in a modern teal or gray herringbone pattern to complement the teal fabric, beige fabric and gray fabric seating body covers. Tailored stitch tufting lends further accent to this thoroughly modern collection. The collection is also available in chair, love seat, sofa and sectional covered with red or black leather gel match.",seating
Deryn Collection,8327TL-1S,"",seating
Deryn Collection,8327TL Sectional,"Mid-Century modern design is the inspiration for the Deryn Collection. Synonymous with this classic style are the wide, dramatically curved arms rising to the straight back along with the angled wood legs that provide support. The frame selection - sectional, sofa, love seat and chair - combined with the available cover options -dark brown or black leather gel match, teal, beige or gray fabric - allows for a versatile selection of seating that fits perfectly within your living space. Tailored stitch tufting and coordinating accent chairs - in teal or gray herringbone - lend additional defining accent to this thoroughly modern collection.",seating
Pagosa Collection,8328,Sophisticated modern traditional styling creates the look of the Pagosa Collection. The dark gray fabric covering serves as a distinct contrast to the high-polish double nail head trim that accents the contoured arms of each piece in the collection.,seating
Jarita Collection,8329BLK,"The classic transitional styling of the Jarita Collection creates a look that is perfect for your casual living space. Offered in black or brown bi-cast vinyl, each piece in the collection offers plush seats, backs and arms. With the pull of the manual reclining mechanism, you are taken from a seated to prone position in an easy motion.",seating
Jarita Collection,8329BRW,"The classic transitional styling of the Jarita Collection creates a look that is perfect for your casual living space. Offered in black or brown bi-cast vinyl, each piece in the collection offers plush seats, backs and arms. With the pull of the manual reclining mechanism, you are taken from a seated to prone position in an easy motion.",seating
Jarita Collection,8329CH,"The classic transitional styling of the Jarita Collection creates a look that is perfect for your casual living space. Offered in black or brown bi-cast vinyl, or the newly available chocolate fabric, each piece in the collection offers plush seats, backs and arms. With the pull of the manual reclining mechanism, you are taken from a seated to prone position in an easy motion.",seating
Oriole Collection,8334BLK,"At home in transitional to contemporary settings, the Oriole will be a welcome addition to your living room. The black or dark brown AireHyde match cover is utilized for comfort and durability. Ample seating creates a plush platform for your relaxation, with each piece in the collection offering unique functionality. The dual reclining sofa features a dropdown center seatback that opens to reveal a table top and cup holders. Glider reclining mechanisms provide additional comfort on the love seat with center console unit. The Chair completes the seating collection with swivel and glider reclining function.",seating
Oriole Collection,8334DBR,"At home in transitional to contemporary settings, the Oriole will be a welcome addition to your living room. The black or dark brown AireHyde match cover is utilized for comfort and durability. Ample seating creates a plush platform for your relaxation, with each piece in the collection offering unique functionality. The dual reclining sofa features a dropdown center seatback that opens to reveal a table top and cup holders. Glider reclining mechanisms provide additional comfort on the love seat with center console unit. The Chair completes the seating collection with swivel and glider reclining function.",seating
Alamosa Collection,8335,"Transitionally styled for your home is the Alamosa Collection. Unfettered design allowsfor placement in a number of casual living room settings. It allows the movement ofan armless chair, within the configuration, to extend the left or right side to fit yourspace. Covered in brown chenille, the feather down blend seats and backs are supportedby eight-way hand tied construction. The collection also features contrast diamondpatterned toss pillows and coordinating ottoman.",seating
Keamey Collection,8336 Sectional,"With a configuration options that allow for placementthat is perfect for your contemporary home, the KeameyCollection will be a welcome addition to your spaciousliving room. Ample seating is covered in dark gray fabric,with light gray contrast welt, resulting in a pleasurableseating experience. Bookending this substantially sizedseating group are the left or right end units that are offeredas reclining chair or push back chaise. Armless chair,console unit, corner seat and armless reclining chair makeup the middle part of this sectional offering.",seating
Temptation Collection,8337FA,"Modern classic styling paired with glamorous elements creates a unique addition to your living room in the Temptation Collection. Light gray fabric features subtle texture with a bold accenting outer body cloth providing visual interest. The steel blue quatrefoil pattern adorns the arm’s end panels, ottoman and toss pillows, with additional comfort provided by steel blue contrast pillows. Oversize nailhead accent follows the form of the seating group defining the profile of each piece in the collection.",seating
Max Collection,8347BE-1,A modern profile paired with convenient functionality creates a platform for relaxation in the Max Collection. The beige fabric covered push-back reclining chair eases into the prone position with motion that is initiated by your push.,seating
Manasa Collection,8348BL-1,A modern profile paired with convenient functionality creates a platform for relaxation in the Manasa Collection. The blue fabric covered push-back reclining chair eases into the prone position with motion that is initiated by your push.,seating
