name,number,description,category
Marston Collection,2615DC-96*,"Refined elegance is exemplified in the design of the Marston Collection. With three available table options, there is a perfect match for your home – A double pedestal base rises to support the clipped-corner rectangular tabletop of the 96-inch table, the oval topped pedestal table, and the counter height display base table, each are flanked by chairs that feature turned front legs and nail head accent, along with a neutral tone fabric that covers the seats and backs. In support of the collection are the functional china and server. Featuring drawer and door storage, each with oval bale pull and knob hardware, you can be assured of plentiful space in which to stow or display your tabletop décor. The server also features a black melamine laminated top.",dining
Ronan Collection,2617N-36,"With the look of natural wood planking and a burnished rustic finish, the Ronan Collection melds with your image of a transitionally styled dining room. The substantially sized table features an extension leaf that allows for the expansion of the table to seat eight. Beige fabric covers the seat of the coordinating chairs, accenting the table perfectly.",dining
Rowley Collection,3217PU*,"Interactive, stylish and just plain fun, the Rowley Collection provides a multifunctional table for your living space. The hydraulic gas lift of the metal table base easily ascends with the push of a button to take the dark cherry finish table from cocktail height to dining level. Accompanied by four dark brown bi-cast vinyl covered storage ottomans that act as dining chairs, this versatile group is the perfect option for those looking for additional space as well as style.",dining
Archstone Collection,3270-36,"Contemporary design, sleek seating and the combination of black finish with white accents are all the ingredients you need to create a stylish setting for exceptional dining. The white faux marble top pairs perfectly with a cut out center chair back, the color contrast and stylish design create a rich visual enhancement. Chairs are available in white and black bi-cast vinyl.",dining
Archstone Collection,3270-48,"Contemporary design, sleek seating and the combination of black finish with white accents are all the ingredients you need to create a stylish setting for exceptional dining. The white faux marble top pairs perfectly with a cut out center chair back, the color contrast and stylish design create a rich visual enhancement. Chairs are available in white and black bi-cast vinyl.",dining
Belvedere II Collection,3276N-60,"The faux marble top of the Belvedere II Collection will add casual warmth to your transitional dining space. Supported by wood legs in espresso finish and flanked by chairs in bi-cast vinyl, this dining offering will provide your home with the table space you need. Chairs are available in dark brown, chartreuse-yellow, sky blue, and lava red.",dining
Brussel II Collection,3292-36,Smaller space is never a problem with the functional Brussel II Collection. The four dark brown bi-cast vinyl covered stools tuck neatly under the table when not in use. The geometric circular design and warm brown cherry finish will be a perfect addition to your contemporary home. ,dining
Havre Collection,5021-54,"Sophisticated in its simplicity, the Havre Collection will be the center of attention in your dining room. Square beveled glass is placed atop an accordion shaped pedestal wood base. Finished in a rich dark espresso, the base prominently lends to the contemporary design. Each of the wood framed chairs features a flared design inset with either beige or dark brown fabric.",dining
Amara Collection,5034BUES,"Boldly hued chairs from our Amara Collection provide a welcome pop of color in your whimsical room décor. The chairs can be mixed or matched to suit your personal style. Constructed of metal, the industrial chic chairs are finished in blue, red, yellow or rust. Not limited to the dining room, the Amara Collection can be used to accent any room of the house.",dining
Amara Collection,5035SVE-18,"Fun, funky and functional, the Amara Collection will provide your home with interesting conversation pieces and a look that is as unique as you are. With the turn of a crank, the adjustable table (6414) can be raised or lowered to suit your individual needs and paired with our industrial chic chairs (5034) – offered in red, blue, yellow and rust – you have the power to customize your own color scheme. The six drawer chest (6403) provides ample storage space with an industrial look that includes functional bins, identification plates, casters – for quick and easy placement – and reclaimed wood top.",dining
Flannery Collection,5038-48,"With a scale appropriate for any number of smaller dining spaces, the Flannery Collection will provide the look and style you want in your home. The transitional feel of the group comes from the richly hued faux marble table top and the minimalistic design of the metal ladder-backed chairs that feature dark brown bi-cast vinyl seats. The table and chairs are constructed of metal in black finish.",dining
Ahmet Collection,5039-48,"Cream colored bi-cast vinyl chairs provide an excellent contrast to the table’s espresso finish in the Ahmet Collection. Scaled for a smaller dining space, the rectangular table provides comfortable seating for four.",dining
Fillmore Collection,5048-72,"Ultra-modern in design and ultra-inviting in feel, the Fillmore Collection will be the perfect addition to your contemporary home. Seating designed to cradle your body is covered in cool gray fabric that contrasts perfectly against the espresso finish over oak veneer of the dining table. The fixed top table seats six comfortably, allowing you to spend quality time with your friends and family.",dining
Galena Collection,5050-36,The convenient height of the Galena Collection along with the warm cherry finish will be a welcome addition to your casual dining space. The five-piece offering includes the counter height table with display storage base and four coordinating chairs that have dark brown bi-cast vinyl seats. The transitional styling makes the placement of the collection appropriate for numerous home decors.,dining
Thurmont Collection,5052-118*,"Stately in design and presence, the Thurmont Collection provides a timeless statement to your formal dining room. Acanthus leaf carvings provide a continuous theme throughout the collection – featured on the china, table, and chairs. Cherry book-match veneer provides a classic look to the table top as do the elegantly curved legs. Routing is featured prominently on the accenting chairs, flowing with each curve. The chair backs have an overlay wood design that highlights the richly toned hues of the chair fabric. Serving as a grand focal point is the china’s arched top and decorative beveled glass serve to display your tabletop accessories. Finally, a rich cherry finish adds to the overall design of the Thurmont Collection.",dining
Norwich Collection,5055-82,"Traditional design elements are elegantly layered to create the beautiful Norwich Collection. Shell motif, egg &amp; dart molding, rope molding, ball and claw feet, with elegantly designed inlay begin the design journey. Book-match cherry veneer prominently highlights the top of the rectangular table and features oval inlay decorative accenting. The table is flanked by chairs that are accented by beige fabric seats. With the china glass fronted doors providing a view of your cherished tabletop accessories, there is also drawer and wood fronted cabinets that allow for additional storage space. The collection is offered in a warm cherry finish.",dining
Creswell Collection,5056-78,"Classic elements of traditional style are blended to create an elegant casual dining experience in the Creswell Collection. A rich cherry finish compliments the veneer pattern, lending to the traditional look, with turned legs further enhancing the look of the table, server, and side chairs. The intertwining curves of the chair backs continue their design on the door fronts of the coordinating server. Each chair features padded seating covered with dark brown bi-cast vinyl.",dining
Clancy Collection,5067,"Traditional country styling is scaled for your cozy dining space in the Clancy Collection. Beige fabric seats provide contrast to the four coordinating chairs and round top pedestal table, which are finished in a warm black tone, lending to the classic look of the group.",dining
Cristo Collection,5070-64,Dark espresso wood legs serve as an elegant contrast to the neutral toned marble tabletop in the Cristo Collection. Dark brown bi-cast vinyl covers the flanking chairs and optional 49-inch bench. The color combination strengthen the contemporary look of the Cristo Collection.,dining
Luella Collection,5100-84*,"At home in a number of decorative styles, the Luella Collection will be the perfect match for your living space. Zinc table top is supported by double X-frame base in this casual dining offering. The table is flanked by coordinating chairs, each with a neutral tone fabric and nailhead accent. Completing the look is a cool weathered oak finish that serves as the perfect contrast to the natural gray tone of the zinc table top.",dining
Mosely Collection,5103,"Designed for your cozy dining nook, the transitionally styled Mosely Collection will be a perfect fit. Vertical slat back chairs – featuring black bi-cast vinyl seating with contour stitching – flank the routed tabletop. The five-piece dining collection is offered in a dark brown cherry finish.",dining
Shankmen Collection,5104,"Wood rails top the dark brown bi-cast covered chairs in the Shankmen Collection. Seating four comfortably, the round tabletop is supported by the gently curved legs of the display table base. The collection is offered in an espresso finish.",dining
Edgar Collection,5106BK,Richly hued faux marble tops the metal counter height table base in the three-piece Edgar Collection. Vertical slat detailing provides stylish detail to this convenient table offering. Two black bi-cast vinyl covered barstools complement the collection while easily storing beneath the table allowing for placement in the coziest of dining spaces.,dining
Mill Valley Collection,5108-84,"",dining
Aubriella Collection,5115-92*,"Designed for your sophisticated dining space, the Aubriella Collection will add the elegant modern touch that you desire. The clipped corner pedestal base rises to support the rectangular table top. Wood sling back chairs feature a neutral tone fabric seat and delicately splayed support legs, furthering the modern classic look of the collection. The coordinating server features drawers and door storages for ease of placement for your table top accessories.",dining
Hollyhock Collection,5123-96*,"Rusticated country styling blends effortlessly into your home with the Hollyhock Collection. The distressed white finish not only serves as a bold color for your dining room, it also elegantly highlights the natural wood finish of the table top. The combination of white wood and dark metal forming the knob hardware of the china, presents a focal contrast to this functional piece. Drawer and door storage provide ample storage and display space for your table top accessories. The traditional look of the chairs – slat backs and finial topped – further lends to the country styling of this classic dining collection.",dining
Azalea Collection,5145W-78,"Classic styling coupled with a sophisticated country aesthetic creates a beautiful look for your home in the Azalea Collection. The book match veneer of the table top is highlighted by utilizing a natural finish, while the antique white of the table base, chairs, and server helps to capture the natural contours of the wood grain. The scalloped chair rail tops the intricate pattern that is woven to create the distinct design of the chair backs, which carries over to the glass-backed door fronts of the server. The server door and drawer storage provide space to store table top accessories while the wine rack lends additional functionality.",dining
Isleton Collection,5147BK-78,Classic country styling is achieved with the two-tone look of the Isleton Collection. The classic combination of black and cherry finish is utilized to emphasize the wood veneer of the table top and distinct shape of the turned legs of the table and chairs. The chair backs feature a double X-pattern and brown bomber jacket fabric seats. Blending each of these elements creates a classic look that will be right at home in your casual dining room.,dining
Loyalton Collection,5149-36*,"Traditional elements of wood and metal blend to create the casual look of the Loyalton Collection. Forged of metal, the double-X patterns flow from chair back to table apron, while the traditional look of the table’s turned legs is given a modern update. Wood is utilized for the tables routed top, chair seats and chair backs. The collection is offered in two distinct styles to fit your needs – 48-inch fixed rectangular top and 40-inch square counter height top.",dining
Loyalton Collection,5149-48*,"Traditional elements of wood and metal blend to create the casual look of the Loyalton Collection. Forged of metal, the double-X patterns flow from chair back to table apron, while the traditional look of the table’s turned legs is given a modern update. Wood is utilized for the tables routed top, chair seats and chair backs. The collection is offered in two distinct styles to fit your needs – 48-inch fixed rectangular top and 40-inch square counter height top.",dining
Rancho Portola Collection,5155,The faux marble top of the contemporary Rancho Portola Collection will serve as the focal point of your casual dining room. The metal X-frame base creates a unique design feature while supporting the table top. The black bi-cast vinyl chairs perch on metal legs and feature contrast stitching for the ultimate in contemporary styling.,dining
Kiwi Collection,5162WW-36*,Perfectly scaled for your cozy dining space is the Kiwi Collection. The two-tone finish of the group – white wash and dark cherry – serves to highlight the mindy veneer. Drop leaf sides allow for placement or storage within your space that is quick and convenient for your lifestyle. The wood chairs feature dark brown bi-cast vinyl seats that contrast the white wash finish of the chairs. An open shelf base allows for the display of your tabletop accessories.,dining
University Collection,5163-48*,"Perfectly scaled to seat four, the transitionally styled University Collection will be the perfect addition to your cozy diningspace. Book-matched mindy veneer is highlighted with a gray finish. The chair seats and backs are covered in a neutral grayfabric, providing perfect complement to the table.",dining
Nisky Collection,5165GY-48*,"Styled for the casual transitional dining space, the Nisky Collection will provide a neutral pallet for your decorative influences to shine. The gray finish over acacia veneer highlights the subtle quadrant pattern as the woods distinct grain. Light gray fabric covers the seats and backs of the available side chairs.",dining
Yates Collection,5167-96*,"Blending the look of country style with the popular modern industrial aesthetic, the Yates Collection manages to achieve a look that is unique unto itself. The turned legs of the trestle base rise to support the burnished dark oak table top. Neutral fabric covered chairs feature wood support legs with a unique turned block look and nailhead accent. The accompanying china’s mirrored back, display shelving, light feature, lower door storage, and drawer storage provide ample room to show off your table top accessories. The look of turned pilasters and framed panel doors further lend to the stylish collection.",dining
Beaugrand Collection,5177-54,"Leaning towards the styles of industrial, contemporary and transitional, the Beaugrand Collection will be an appropriate choice for a number of dining room decors. Offered in two table styles, round and rectangular, both options of the dining collection feature decorative stainless steel apron trim banding and modified X-base. The coordinating sling-back chair is upholstered in neutral gray fabric with brown tone, accenting by nailheads.",dining
Beaugrand Collection,5177-84,"Leaning towards the styles of industrial, contemporary and transitional, the Beaugrand Collection will be an appropriate choice for a number of dining room decors. Offered in two table styles, round and rectangular, both options of the dining collection feature decorative stainless steel apron trim banding and modified X-base. The coordinating sling-back chair is upholstered in neutral gray fabric with brown tone, accenting by nailheads.",dining
Watt Collection,5178-60,Blending the visual impact of marble with the hyper-stylized look of metalwork is the Watt Collection. An intricately designed chrome finished metal base rises to support the faux marble look of the table top while continuous frame chairs – offered in dark gray or camel brown fabric with contrast stitching – further lend to the contemporary feel of this casual dining collection.,dining
Urbana Collection,5179-90*,"Transitional design combined with the trend forward look of industrial styling creates the look for the Urbana Collection. Turnbuckle accents paired with faux rivets lend to the design of the table, and accompanying server. A burnished finish is utilized to highlight the wood grain veneer. The wood-framed with metal X-backed chairs feature dark brown bi-cast vinyl seats and backs. In addition to the traditional chairs, an optional bench is also available as a unique seating option. The server features drawer and door fronted storage, along with wine rack and stationary leg supports that mimic industrial cart wheels.",dining
Cicero Collection,5235-54*,"In today’s modern home, one looks to enhance every room with clean lines and unique design. The Cicero Collection adds those elements to your casual dining space. The square table top is quartered by parquet oak veneers and is supported by a substantial, square pedestal base which has been notched to look like stacked blocks. The modern chair features framed chair backs with baseball stitching designed to mimic the parquet veneer of the table top. The back and seat are generously upholstered in dark brown bi-cast vinyl which perfectly compliments the black finish of this modern casual dining group.",dining
Sailfin Collection,5249-59*,"Chrome legs rise to support the crackle glass top of the Sailfin Collection. The contemporary styling of the dining table is accented by the continuous metal framing of the neutral tone covered side chairs. Scaled for the smaller dining space, this collection will draw big complements.",dining
Delavan Collection,5251-108*,"Subtle influence for the design of the Delavan Collection is drawn from the classic look of Art Deco styling. The flared pedestal table base ascends to support the book-matched veneer tabletop. Oval wood-backed chairs feature a complementary radiant veneer pattern and neutral toned padded seats and backs. The rich brown cherry finish serves to highlight the exquisite look of the over all wood veneer. The collection is shown with the china and server of Keegan Collection. The china cabinet, which stands at attention, not only functioning as a storage facility for all of your tabletop finest, but also as the grand centerpiece of this stylish dining offering. For additional storage, or for smaller spaces, the server features wine storage and unique mirror accent that adds a small height to the standard server. Ample storage is feature prominently on both pieces.",dining
Reid Collection,5267RF-96*,"A classic look for your traditional home, the Reid Collection offers an updated country style that will be a warm and inviting addition to your dining space. A cherry finish graces the wood veneer of the group. The rectangular table is supported by substantially appointed double turned leg bases while host and hostess chairs feature nailhead accent, neutral tone fabric and turned legs. The tabletop extends to reveal a self-storing table leaf for quick and convenient placement. The accompanying china provides ample space for display, drawer and behind door storage.",dining
Dryden Collection,5268-48*,The Dryden Collection will provide a classic look for your traditional casual dining space. The metal table base consists of turned legs that rise to support the decorative apron and faux marble table top. Metal framed chairs are backed by decorative scrollwork and feature black bi-cast vinyl seats. This unique offering will be the perfect addition to your modest dining space.,dining
Olney Collection,5275,"Designed for your modest dining space, the Olney Collection provides a stylish and functional surface for your mealtime needs. In this five-piece packed offering, the metal table base rises to support the faux marble fixed tabletop. Vertical accents grace the table apron and the top rails of the dark brown bi-cast vinyl covered chairs.",dining
Mendel Collection,5280-64,"Styled for the transitional home, the Mendel Collection blends wood and stone to create a design that will provide your dining room with the functional table space that you need. A gray finish graces the wood legs and aprons of this bluestone marble top dining offering. The shape of table base lends to the sturdy, yet graceful look while neutral gray fabric provides delicate contrast. Nail head accenting encircles the base of each chair seat and bench. The accompanying server features wine bottle rack, drawer and door storage, cup and knob hardware, and a bluestone marble top.",dining
Dorritt Collection,5281-64,"Designed for the transitional dining room, the Dorritt Collection provides a natural gathering spot for your friends and family for a shared meal. Bluestone marble top sits atop cherry finished legs in this transitional dining offering. The accompanying side chairs and optional bench are covered in button-tufted dark gray fabric that perfectly complements the bluestone marble table top.",dining
Huron Collection,5285-64,"Combining the look of natural elements with transitional styling, the Huron Collection will be a welcome addition to your home casual dining space. Placed atop legs that feature the look of weathered wood, is a faux bluestone marble top creating stunning contrast that is further enhanced by the flanking dark gray fabric-covered button-tufted chairs and bench.",dining
Saddleback Collection,5302A,"A space apart from the hustle and bustle of today’s hectic lives, this gathering height table with four saddle back stools are designed for you to enjoy a good meal with or without your friends and families. Available in three finishes: black sand-through, warm cherry, and oak.",dining
Saddleback Collection,5302BK,"A space apart from the hustle and bustle of today’s hectic lives, this gathering height table with four saddle back stools are designed for you to enjoy a good meal with or without your friends and families. Available in three finishes: black sand-through, warm cherry, and oak.",dining
Saddleback Collection,5302C,"A space apart from the hustle and bustle of today’s hectic lives, this gathering height table with four saddle back stools are designed for you to enjoy a good meal with or without your friends and families. Available in three finishes: black sand-through, warm cherry, and oak.",dining
Wisdom Collection,5309-3A,The scale of the three-piece Wisdom Collection makes it the perfect fit for your cozy dining nook. The dark espresso finish along with the streamlined styling of the table and accompanying saddle seat barstools lend to the contemporary design. The barstools tuck neatly beneath the table for convenient storage and are covered in black bi-cast vinyl.,dining
Scottsdale Collection,5310BK,"",dining
Scottsdale Collection,5310C,"A fun addition to your smaller dining space, the Scottsdale Collection offers simplicity with a versatility that enhances any dining area. This three-piece counter height set features a sturdy table excellent for work or dine, and two plush upholstered saddle back stools for additional seating comfort. Made of selected hardwoods and veneers.",dining
Scottsdale Collection,5310W,"",dining
Collection,5323-24,"",dining
Helena Collection,5327-48,"With a deep cherry finish and clean transitional lines, the Helena Collection is a versatile addition to your casual dining space. The 48-inch round tabletop allows for placement in smaller dining settings. Surrounding the table are the dark brown bi-cast vinyl upholstered chairs.",dining
Veltry Collection,5328-45RD*,"Creating a unique style that blends femininity with gracefully weathered industrial accenting, the Veltry Collection provides an unexpectedly elegant addition to a number of dining spaces. A weathered finish covers the poplar wood veneer of the two table options; a 95.5-inch rectangular trestle table or 45-inch round pedestal table, both featuring nail head accent banding. Nailhead-accented, neutral-tone finished fabric chairs provide subtle contrast that complements the look of the collection.",dining
Veltry Collection,5328-96*,"Creating a unique style that blends femininity with gracefully weathered industrial accenting, the Veltry Collection provides an unexpectedly elegant addition to a number of dining spaces. A weathered finish covers the poplar wood veneer of the two table options; a 95.5-inch rectangular trestle table or 45-inch round pedestal table, both featuring nail head accent banding. Nailhead-accented, neutral-tone finished fabric chairs provide subtle contrast that complements the look of the collection.",dining
Eagleville Collection,5346-36,"Your dining area will become a comfortable and exquisite gathering place when you add this durable and stunning Eagleville Collection. The versatile dining height table and counter height table in acacia veneers feature butterfly leaf for convenient extra surface space, while substantial block table legs stand prominently to provide extra structural reinforcement. Chairs, 60-inch bench, and server are proportionally scaled to round up this offering.",dining
Eagleville Collection,5346-82,"Your dining area will become a comfortable and exquisite gathering place when you add this durable and stunning Eagleville Collection. The versatile dining height table and counter height table in acacia veneers feature butterfly leaf for convenient extra surface space, while substantial block table legs stand prominently to provide extra structural reinforcement. Chairs, 60-inch bench, and server are proportionally scaled to round up this offering.",dining
Papario Collection,5351-36*,"The need for flexibility is fulfilled with the Papario Collection. With multiple configuration possibilities, the black finished counter height nook set provides the style and function your space needs. Made of selected hardwoods and veneers, covered in black bi-cast vinyl.",dining
Nash Collection,5372-72,Country visits town in the earthy Nash Collection. This casual solid wood dining room offering is featured in a warm two-tone buttermilk and medium tone burnished oak finish. Updated ladder-back chairs flank and feature arched and beveled detail. The dining group is further complimented by a small china that features storage shelving that is fronted by wood-framed glass doors and wine bottle and hanging glass rack storage.,dining
Schleiger Collection,5400-36XL*,"Transitionally styled with a burnished brown finish, the Schleiger Collection features bold accenting and functional storage options. A sturdy storage base supports the metal and rivet banded counter-height table top, with swivel chairs and bench flanking allowing for versatile seating options for this industrial influenced collection. Metal and rivet banding with nailhead accent also features prominently on the open hutch and buffet, and mobile kitchen cart that are available for this collection.",dining
Schleiger Collection,5400-94*,"Transitionally styled with a burnished brown finish, the Schleiger Collection features bold accenting and functional storage options. Sturdy legs support the metal and rivet banded table top with chair and bench options, allowing for versatile seating configurations. Metal and rivet banding with nailhead accent also features prominently on the open hutch and buffet, and mobile kitchen cart. ",dining
Blossomwood Collection,5404-54,Traditional country styling lends to the two-toned classic look of the Blossomwood Collection. The cherry-finished round tabletop is supported by the black-finished turned leg pedestal base and is flanked by neutral tone fabric or dark brown bi-cast vinyl covered chairs with nail head accent. The Blossomwood Collection will be a classic addition to your casual traditional dining room.,dining
Kavanaugh Collection,5409-78,"Subtle contemporary design is called into play for the styling of the Kavanaugh Collection. Lending a distinct look to the tabletop is a classic checkerboard veneer pattern which is highlighted by a dark brown, with gray undertone finish. Providing contrast to the table is the brownish gray fabric coverings of the shallow cove back seats.",dining
Colmar Collection,5411RF-82,"With a design that leans toward transitional styling, the wire-brushed Colmar Collection will be a welcome addition to your home casual dining space. A light burnished oak finish enhances the grain of the wood veneer allowing the character to shine through. The chairs feature light neutral fabric seats that complement the tone of wooden finish. Providing additional storage space for your tabletop décor is the accompanying server. Wine bottle display shelving, as well as drawer and door storage feature prominently. Cylindrical wood and metal hardware graces the front of the unit.",dining
Sedley Collection,5415RF-78*,"Whether your home leans to transitional or contemporary design, the Sedley Collection will be the perfect fit for your casual dining needs. From the distinct walnut veneer pattern to the unique cut-away design of the trestle table base, bench, and server, each design component lends to placement in a variety of dining spaces. The chocolate brown tone of the chair fabric compliments the finish of the group. Convenience factors in the self-storing table leaf, while the server provides additional function with sliding doors that open to reveal wine bottle rack and shelf storage. Drawer storage with recessed pull hardware features prominently at the center of the server.",dining
Nantes Collection,5423-66,Transitionally styled for placement in your casual dining room is the Nantes Collection.The acacia veneer provides a unique look and texture to this wire-brushed dining offering. Slightly curved legs create subtle motion to the wood vertical slat back chairs with neutral-toned fabric-covered padded seats.,dining
Larchmont Collection,5424-78*,"The striking profile of the Larchmont Collection is an intersection of texture, material and style. The charcoal fabric upholstered seats of the bench, side chairs and arm chairs, feature nail head accent on both the front and back. Dark glass tops the server for subtle reflection and textural interest. Prominent metal hardware is centered and mounted vertically on each door front and is finished to complement the tone of the charcoal finish over ash veneer.",dining
Benwick Collection,5425-36,"From every angle, the modern traditional design of the Benwick Collection shines through. Offered with two table options – a classic turned-leg table and a display base counter height table. Each table is flanked by elegantly designed fabric covered chairs that are supported by turned dark cherry legs. Nail head accenting furthers the modern traditional styling. The accompanying server features ample behind door storage, wine bottle rack, and brushed nickel knob hardware. Birch veneer is used throughout the collection and is enhanced by a dark cherry finish.",dining
Benwick Collection,5425-90,"From every angle, the modern traditional design of the Benwick Collection shines through. Offered with two table options – a classic turned-leg table and a display base counter height table. Each table is flanked by elegantly designed fabric covered chairs that are supported by turned dark cherry legs. Nail head accenting furthers the modern traditional styling. The accompanying server features ample behind door storage, wine bottle rack, and brushed nickel knob hardware. Birch veneer is used throughout the collection and is enhanced by a dark cherry finish.",dining
Anna Claire Collection,5428-45RD*,"Creating a unique style that blends femininity with gracefully weathered industrial accenting, the Anna Claire Collection provides an unexpectedly elegant addition to a number of dining spaces. A driftwood finish covers the wood of the two base options; a rectangular trestle table or round pedestal table with a rusticated zinc tabletop that features nail head accent banding. Three chair options are available; button tufted back, curved arm, and nail head accented. Each with a neutral toned gray fabric that compliments the look of the collection.",dining
Anna Claire Collection,5428-84*,"Creating a unique style that blends femininity with gracefully weathered industrial accenting, the Anna Claire Collection provides an unexpectedly elegant addition to a number of dining spaces. A driftwood finish covers the wood of the two base options; a rectangular trestle table or round pedestal table with a rusticated zinc tabletop that features nail head accent banding. Three chair options are available; button tufted back, curved arm, and nail head accented. Each with a neutral toned gray fabric that compliments the look of the collection.",dining
Angstrom Collection,5429-36,"Following the trend of modern industrial inspired design is the Angstrom Collection. Metal framing provides support to the two distinctly shaped burnished wood table tops – one a rectangular table with built-in wine rack, the other an adjustable round counter-to-pub height table – as well as the accompanying stools. Turning the seats allows for quick adjustment to counter or pub height, while the option for a traditional back stool or a no-back stool allows for your personal preference to reign in designing your space.",dining
Angstrom Collection,5429-36RD,"Following the trend of modern industrial inspired design is the Angstrom Collection. Metal framing provides support to the two distinctly shaped burnished wood table tops – one a rectangular table with built-in wine rack, the other an adjustable round counter-to-pub height table – as well as the accompanying stools. Turning the seats allows for quick adjustment to counter or pub height, while the option for a traditional back stool or a no-back stool allows for your personal preference to reign in designing your space.",dining
Miami Collection,5430-60,Ultra-modern styling is achieved in the design of the Miami Collection. The high gloss gray tabletop features chrome legs that exemplify the tenants of contemporary interior design. Continuous metal frame bases support the gray bi-cast vinyl seats of the coordinating side chairs.,dining
Compson Collection,5431-36*,"With lines that lean towards the contemporary and a natural finish that can be placed in transitional settings, the unique design of the Compson Collection allows for your decorative imagination to run wild. The versatility of two table offerings – one a 77-inch dining height table with self-storing table leaf, the second a 66-inch fixed top counter height table- along with the two tone finish that highlights the natural grain of the walnut veneer table top, are some of the valuable features offered in this dining collection. Wood framed chairs have chocolate brown fabric seats and backs that further the two-tone look of the collection. Following the curve of the table top is the optional 60-inch bench- for both table options. The accompanying server features an open display shelf along with drawer and door storage for stowing your tabletop accessories.",dining
Compson Collection,5431-77*,"With lines that lean towards the contemporary and a natural finish that can be placed in transitional settings, the unique design of the Compson Collection allows for your decorative imagination to run wild. The versatility of two table offerings – one a 77-inch dining height table with self-storing table leaf, the second a 66-inch fixed top counter height table- along with the two tone finish that highlights the natural grain of the walnut veneer table top, are some of the valuable features offered in this dining collection. Wood framed chairs have chocolate brown fabric seats and backs that further the two-tone look of the collection. Following the curve of the table top is the optional 60-inch bench- for both table options. The accompanying server features an open display shelf along with drawer and door storage for stowing your tabletop accessories.",dining
Rochelle Collection,5435-36*,"The design of the Rochelle Collection is a unique play on contemporary design. Natural walnut veneer is utilized to provide stark contrast to the wire-brushed, raised panel pedestal base of this two-tone counter height table. Ultra-low back chairs, featuring dark brown bi-cast vinyl, are available with either swivel or stationary seat.",dining
Toulon Collection,5438-96*,"Bold curves provide elegant contrast to the unique look of the Toulon Collection. The heavily scrolled base supports of the table feature routing with dark pewter-finished metal trestle that connects. Wire-brushed distressing provides texture to the acacia veneer of the table and pine of the accompanying chairs. The optional bench takes shape with inspiration drawn from church pews, allowing for a look that will add a special touch to your dining room. The French provincial inspired routing lends decorative touch to the accompanying server, while dual drawer and door storage provides ample space to stow your tabletop accessories.",dining
Wilner Collection,5445-60*,The contemporary design of the Wilner Collection will add flair to your modern home. From the tops of the oblong column legs reach metal supports that suspend the decorative shelf under beveled glass. Black PVC with white baseball stitching covers the table and chairs of this distinct dining collection.,dining
Bayshore Collection,5447-36*,Transitional aesthetic meets modern lines in the casually elegant Bayshore Collection. Offering flexibility in the collection are the options of two dining tables. The 47.5-inch fixed oak veneer square table top. And the rectangular oak veneer tabletop with leaf. Both tables feature quartered book-match walnut inlay veneers with a heavily burnished finish. Supporting the uniquely veneered table top is a storage table base with a display shelf. Both tables are complimented by dark brown bi-cast vinyl chairs that feature wood cap and legs. Coordinating server is also available.,dining
Bayshore Collection,5447-36XL*,Transitional aesthetic meets modern lines in the casually elegant Bayshore Collection. Offering flexibility in the collection are the options of two dining tables. The 47.5-inch fixed oak veneer square table top. And the rectangular oak veneer tabletop with leaf. Both tables feature quartered book-match walnut inlay veneers with a heavily burnished finish. Supporting the uniquely veneered table top is a storage table base with a display shelf. Both tables are complimented by dark brown bi-cast vinyl chairs that feature wood cap and legs. Coordinating server is also available.,dining
Avery Collection,5448-78*,Dine in style and comfort with the Avery Collection. The table features ash veneers in a rich espresso finish and a flared open base which adds a soft contemporary touch. The table extends from 60-inch to 78-inch by using the extension leaf stored conveniently under the table top when not in use. The contemporized parson’s chair completes the look by adding a touch of luxurious comfort. The chair is upholstered in a linen-like fabric that adds a sophisticated contrast to the dark finish of the table and chair legs. The Avery Collection will add comfort and style to your home dining experience.,dining
Frankford Collection,5456,"Perfect for the smaller scale, traditional dining space is the Frankford Collection. The brown finish enhances the veneer of the table and accompanying chairs. A storage shelf base provides functionality to the collection while the sheaf back chairs and the neutral tone fabric seats further the traditional element of the casual dining group.",dining
Diego Collection,5460-36,"At home in your casual dining space or perhaps in your recreation room, the Diego Collection serves as a casual gathering spot to relax and enjoy a meal, or to catch up with friends and family. The birch veneer of the collection features a versatile espresso finish. The pedestal display base allows for open storage. The matching chairs feature wooden vertical slat backs and padded seats with black bi-cast vinyl covering.",dining
Festus Collection,5466-62,"Offered for your casual dining room is the Festus Collection. Extending to support and frame the corners of the light toned genuine marble tabletop are dark cherry finished legs. The coordinating chairs and bench feature dark brown bi-cast vinyl padded seats, each presenting a wrapped fold as the main focal accent.",dining
Chama Collection,5469-60,"A complement to the modern or transitional home, the Chama Collection is a unique addition to the overall décor of your home dining room. Framed in metal with a faux wood veneer top, the circular patterns provide focal accent to the table base as well as the accompanying chair backs. The padded seats are covered in chocolate brown fabric for ultimate flexibility for placement in a number of casual dining rooms.",dining
Jemez Collection,5470-72,Designed for your casual dining space is the Jemez Collection. The substantial V-profile of the table base rises to support the faux marble top in this transitionally styled dining group. Brown fabric upholstered seats feature nail head accent and provide complementing contrast to the weathered wood finish of the chair legs and table base.,dining
